region,name,category,phone,email,gmaps_url,online_presence
Kefalonia,Pagonis Studios,,2671091410,,https://www.google.com/maps/place/Pagonis+Studios/data=!4m10!3m9!1s0x135d87532500e2e1:0x5c8edda468a3f451!5m2!4m1!1i2!8m2!3d38.1677773!4d20.4269433!16s%2Fg%2F11b73sr7fk!19sChIJ4eIAJVOHXRMRUfSjaKTdjlw?authuser=0&hl=en&rclk=1,booking
Kefalonia,Pantelis, Hotels,2674072484,,https://www.google.com/maps/place/Pantelis/data=!4m10!3m9!1s0x135df4444e87abc9:0x5283422e3631893a!5m2!4m1!1i2!8m2!3d38.150458!4d20.7758452!16s%2Fg%2F11b745tjp3!19sChIJyauHTkT0XRMROokxNi5Cg1I?authuser=0&hl=en&rclk=1,none
Kefalonia,Paradise Studios,Self-catering accommodation,6945436072,,https://www.google.com/maps/place/Paradise+Studios/data=!4m7!3m6!1s0x135d91efb9440b75:0xc2c19313ab8c20df!8m2!3d38.307582!4d20.6059953!16s%2Fg%2F11fm6fv6p0!19sChIJdQtEue-RXRMR3yCMqxOTwcI?authuser=0&hl=en&rclk=1,none
Kefalonia,Penelope Villas, Hotels,6947622156,,https://www.google.com/maps/place/Electra+Kefalonia+Hotel+%26+Spa/data=!4m10!3m9!1s0x13677d0dfae7fd07:0x6366bda452443507!5m2!4m1!1i2!8m2!3d38.1074104!4d20.511835!16s%2Fg%2F11h0hm_j8c!19sChIJB_3n-g19ZxMRBzVEUqS9ZmM?authuser=0&hl=en&rclk=1,facebook
Kefalonia,Peristera Apartments,Hotel,6947263196,,https://www.google.com/maps/place/Peristera+Apartments/data=!4m7!3m6!1s0x13675fbb401ac39f:0x5d1486855ec1ed75!8m2!3d38.0753403!4d20.7465119!16s%2Fg%2F11cmmx4xd7!19sChIJn8MaQLtfZxMRde3BXoWGFF0?authuser=0&hl=en&rclk=1,none
Kefalonia,Remenata, Hotels,6974374513,,https://www.google.com/maps/place/Alekos+Beach+Complex/data=!4m10!3m9!1s0x135d8739e9937e3b:0xbef866edc3c7eb07!5m2!4m1!1i2!8m2!3d38.1826255!4d20.4391874!16s%2Fg%2F11b6nmjvhm!19sChIJO36T6TmHXRMRB-vHw-1m-L4?authuser=0&hl=en&rclk=1,booking
Kefalonia,Remvi Assos,Holiday apartment rental,6972405744,,https://www.google.com/maps/place/Remvi+Assos/data=!4m7!3m6!1s0x135d918de6b544d3:0x1df765bd6623e0df!8m2!3d38.3768522!4d20.5406396!16s%2Fg%2F11nn37nxn6!19sChIJ00S15o2RXRMR3-AjZr1l9x0?authuser=0&hl=en&rclk=1,none
Kefalonia,"Royal Apartments Lassi, Kefalonia",,6979774016,,"https://www.google.com/maps/place/Royal+Apartments+Lassi,+Kefalonia/data=!4m10!3m9!1s0x135d879a13315421:0x2152590e38ed5128!5m2!4m1!1i2!8m2!3d38.1641823!4d20.4849055!16s%2Fg%2F11b5pj15wg!19sChIJIVQxE5qHXRMRKFHtOA5ZUiE?authuser=0&hl=en&rclk=1",ota-aggregator
Kefalonia,SUPERB STUDIOS IN LIXOURI,,6980296823,,https://www.google.com/maps/place/SUPERB+STUDIOS+IN+LIXOURI/data=!4m10!3m9!1s0x135d876d824a9f6b:0x79890bde5b4ac138!5m2!4m1!1i2!8m2!3d38.2086755!4d20.4320739!16s%2Fg%2F11f7ptx51m!19sChIJa59Kgm2HXRMROMFKW94LiXk?authuser=0&hl=en&rclk=1,none
Kefalonia,Sami diamond apartments,Holiday apartment rental,6981424549,,https://www.google.com/maps/place/Sami+diamond+apartments/data=!4m7!3m6!1s0x135d8d333829167b:0x1e1edf7fb396d757!8m2!3d38.2498406!4d20.6466778!16s%2Fg%2F11xkvb9fjf!19sChIJexYpODONXRMRV9eWs3_fHh4?authuser=0&hl=en&rclk=1,none
Kefalonia,Sea Breeze Apts Lixouri,Holiday apartment,2671091971,,https://www.google.com/maps/place/Sea+Breeze+Apts+Lixouri/data=!4m7!3m6!1s0x135d8725485e20a5:0x4b70d099418c68d9!8m2!3d38.189379!4d20.439445!16s%2Fg%2F11b7lhgsst!19sChIJpSBeSCWHXRMR2WiMQZnQcEs?authuser=0&hl=en&rclk=1,facebook
Kefalonia,Seaside Luxury Apartments by D&K,Holiday apartment rental,6938994842,,https://www.google.com/maps/place/Seaside+Luxury+Apartments+by+D%26K/data=!4m7!3m6!1s0x135df5d4b1a464b7:0xc4f8ce735f47aa84!8m2!3d38.1526851!4d20.7728481!16s%2Fg%2F11kqx68366!19sChIJt2SksdT1XRMRhKpHX3PO-MQ?authuser=0&hl=en&rclk=1,none
Kefalonia,Serenity Residence,Hotel,6945992484,,https://www.google.com/maps/place/Nitsa%27s+Fiori/data=!4m10!3m9!1s0x135dbd812d135301:0x5ba1ab6a41a22da0!5m2!4m1!1i2!8m2!3d38.4602105!4d20.5750888!16s%2Fg%2F11cmgvszjw!19sChIJAVMTLYG9XRMRoC2iQWqroVs?authuser=0&hl=en&rclk=1,none
Kefalonia,Skala Pearls,Apartment complex,6971690131,,https://www.google.com/maps/place/Skala+Pearls/data=!4m7!3m6!1s0x13675f21b4096a07:0x92ae55bca7192836!8m2!3d38.0739496!4d20.7967071!16s%2Fg%2F11h6m8l3qz!19sChIJB2oJtCFfZxMRNigZp7xVrpI?authuser=0&hl=en&rclk=1,none
Kefalonia,Solomos Apartments,Holiday apartment rental,6972719551,,https://www.google.com/maps/place/Solomos+Apartments/data=!4m7!3m6!1s0x13675f3e985105a9:0xe26f1e78e7b7475f!8m2!3d38.0698312!4d20.793071!16s%2Fg%2F11w7chdvkc!19sChIJqQVRmD5fZxMRX0e353geb-I?authuser=0&hl=en&rclk=1,booking
Kefalonia,Stefanos Home,Holiday apartment,6977238056,,https://www.google.com/maps/place/Stefanos+Home/data=!4m7!3m6!1s0x13675f0da275039b:0x69ae8933c22cfb8a!8m2!3d38.0748348!4d20.7431591!16s%2Fg%2F11nmhl4mp7!19sChIJmwN1og1fZxMRivsswjOJrmk?authuser=0&hl=en&rclk=1,none
Kefalonia,Sunny Studios,,6976988884,,https://www.google.com/maps/place/Sunny+Studios/data=!4m10!3m9!1s0x136762d204f5517f:0xa3519556854844fb!5m2!4m1!1i2!8m2!3d38.1117066!4d20.5269458!16s%2Fg%2F11c0pz4xpq!19sChIJf1H1BNJiZxMR-0RIhVaVUaM?authuser=0&hl=en&rclk=1,none
Kefalonia,Svoronata. Evita Studios,,6974155227,,https://www.google.com/maps/place/Svoronata.+Evita+Studios/data=!4m10!3m9!1s0x136762cd2d740deb:0x119c374b3bc4b7ab!5m2!4m1!1i2!8m2!3d38.1217577!4d20.5112714!16s%2Fg%2F11crs9x40z!19sChIJ6w10Lc1iZxMRq7fEO0s3nBE?authuser=0&hl=en&rclk=1,facebook
Kefalonia,TRAPEZAKI GARDEN VILLAS,Holiday home,6941641342,,https://www.google.com/maps/place/TRAPEZAKI+GARDEN+VILLAS/data=!4m7!3m6!1s0x13676387bc168caf:0x440b836909722adb!8m2!3d38.1278042!4d20.6028999!16s%2Fg%2F11rgzthltp!19sChIJr4wWvIdjZxMR2ypyCWmDC0Q?authuser=0&hl=en&rclk=1,facebook
Kefalonia,Terracotta Fiscardo Villas 1 bedroom,,6985617290,,https://www.google.com/maps/place/Terracotta+Fiscardo+Villas+1+bedroom/data=!4m11!3m10!1s0x135d97d1f0d872bb:0x38b95cda239d71a9!5m2!4m1!1i2!8m2!3d38.4500694!4d20.5628338!16s%2Fg%2F11ylq4_06g!17BQ0FF!19sChIJu3LY8NGXXRMRqXGdI9pcuTg?authuser=0&hl=en&rclk=1,none
Kefalonia,Trapezaki village,Furnished apartment building,2671031740,,https://www.google.com/maps/place/Trapezaki+village/data=!4m7!3m6!1s0x136762010f8800f3:0x7b0a2bb024eb9a4a!8m2!3d38.1235927!4d20.6132612!16s%2Fg%2F11dzds6wvj!19sChIJ8wCIDwFiZxMRSprrJLArCns?authuser=0&hl=en&rclk=1,none
Kefalonia,V Boutique, Hotels,2671091692,,https://www.google.com/maps/place/V+Boutique/data=!4m10!3m9!1s0x135d85e5e55a1e27:0xcaab8457bf94793e!5m2!4m1!1i2!8m2!3d38.2419908!4d20.4289007!16s%2Fg%2F11ghpfsyhl!19sChIJJx5a5eWFXRMRPnmUv1eEq8o?authuser=0&hl=en&rclk=1,facebook
Kefalonia,Villa Annika, Hotels,2674022571,,https://www.google.com/maps/place/Captain%27s+Gem/data=!4m10!3m9!1s0x135d8d9efe025751:0xa58facb13561ff66!5m2!4m1!1i2!8m2!3d38.251191!4d20.6432854!16s%2Fg%2F11jr4cyz0k!19sChIJUVcC_p6NXRMRZv9hNbGsj6U?authuser=0&hl=en&rclk=1,ota-aggregator
Kefalonia,Villa Hara Agia Efimia Kefalonia,Holiday apartment rental,6937199549,,https://www.google.com/maps/place/Villa+Hara+Agia+Efimia+Kefalonia/data=!4m7!3m6!1s0x135d911509834039:0xd659e5fceefa9400!8m2!3d38.3020329!4d20.5925848!16s%2Fg%2F11jp_r837j!19sChIJOUCDCRWRXRMRAJT67vzlWdY?authuser=0&hl=en&rclk=1,none
Kefalonia,Villa Levanda near Fiscardo Kefalonia - Three -Bedroom Villa,,6978218873,,https://www.google.com/maps/place/Villa+Fiskardo+View+in+Fiskardo/data=!4m11!3m10!1s0x135d97d2e0a27fbb:0x59c0bbd5c8bc3370!5m2!4m1!1i2!8m2!3d38.4506798!4d20.5676937!16s%2Fg%2F11z5qt1p55!17BQ0FF!19sChIJu3-i4NKXXRMRcDO8yNW7wFk?authuser=0&hl=en&rclk=1,ota-aggregator
Kefalonia,Villa Maria, Hotels,6934897239,,https://www.google.com/maps/place/Filippos+Apartments/data=!4m10!3m9!1s0x1367637d31e7ae9f:0x30f4ec1ecac2b5f2!5m2!4m1!1i2!8m2!3d38.110125!4d20.560674!16s%2Fg%2F11h3vgcswh!19sChIJn67nMX1jZxMR8rXCyh7s9DA?authuser=0&hl=en&rclk=1,facebook
Kefalonia,Vitoratos Studios,Hotel,6978043783,,https://www.google.com/maps/place/Harvest+Moon+Apartments+-+Kefalonia/data=!4m10!3m9!1s0x135d810ca7e957af:0xf532e47dc1edf414!5m2!4m1!1i2!8m2!3d38.2289498!4d20.3838179!16s%2Fg%2F1hc5l85cz!19sChIJr1fppwyBXRMRFPTtwX3kMvU?authuser=0&hl=en&rclk=1,none
Kefalonia,Your Destination Lixouri Apartments,,6940224254,,https://www.google.com/maps/place/Your+Destination+Lixouri+Apartments/data=!4m10!3m9!1s0x135d8730fcbb42e3:0x673bde70d42a197a!5m2!4m1!1i2!8m2!3d38.207764!4d20.4369273!16s%2Fg%2F11v03ykmhw!19sChIJ40K7_DCHXRMRehkq1HDeO2c?authuser=0&hl=en&rclk=1,none
Kefalonia,YourHome Kefalonia,Holiday apartment rental,6909065399,,https://www.google.com/maps/place/Luxury+Villa+Emily/data=!4m7!3m6!1s0x136763f7f0fbe961:0xa60181363373edca!8m2!3d38.1118686!4d20.5245489!16s%2Fg%2F11xvm4kx_c!19sChIJYen78PdjZxMRyu1zMzaBAaY?authuser=0&hl=en&rclk=1,none
Kefalonia,Zanetas Beach Apartments,Apartment complex,6986517163,,https://www.google.com/maps/place/Zanetas+Beach+Apartments/data=!4m7!3m6!1s0x135d8756f6a78943:0x86cbd1280ae19e73!8m2!3d38.1622251!4d20.4340302!16s%2Fg%2F11cmrshp90!19sChIJQ4mn9laHXRMRc57hCijRy4Y?authuser=0&hl=en&rclk=1,none
Kefalonia,Zoi's Sea View Apartments in Lixouri - Two-Bedroom Standard Apartment,,6932742548,,https://www.google.com/maps/place/Zoi%27s+Sea+View+Apartments+in+Lixouri+-+Two-Bedroom+Apartment+with+Balcony+and+Sea+View/data=!4m11!3m10!1s0x135d872610307e2d:0x9140516e030f068c!5m2!4m1!1i2!8m2!3d38.1946488!4d20.4390106!16s%2Fg%2F11z143jkdz!17BQ0FF!19sChIJLX4wECaHXRMRjAYPA25RQJE?authuser=0&hl=en&rclk=1,ota-aggregator
Kefalonia,lixouri, Hotels,6943043450,,https://www.google.com/maps/place/Costa+Rossa+Hotel/data=!4m10!3m9!1s0x13677e02e8cb6553:0x67265d72e20b40ef!5m2!4m1!1i2!8m2!3d38.16123!4d20.415982!16s%2Fg%2F11cm3pd67l!19sChIJU2XL6AJ-ZxMR70AL4nJdJmc?authuser=0&hl=en&rclk=1,none
Kefalonia,ΓΕΡΑΣΙΜΟΣ-ΚΩΣΤΑΣ,Hotel,2674061416,,https://www.google.com/maps/place/%CE%93%CE%95%CE%A1%CE%91%CE%A3%CE%99%CE%9C%CE%9F%CE%A3-%CE%9A%CE%A9%CE%A3%CE%A4%CE%91%CE%A3/data=!4m7!3m6!1s0x135d86d7ad48b8eb:0xc7a6e5e77aa6d3ff!8m2!3d38.3033026!4d20.5953665!16s%2Fg%2F11fx7tq73v!19sChIJ67hIrdeGXRMR_9Omeuflpsc?authuser=0&hl=en&rclk=1,none
Kefalonia,Ξενώνας Βεντίστα - Guesthouse Ventista, Hotels,6978052010,,https://www.google.com/maps/place/Paradise+Studios+Svoronata+Kefalonia/data=!4m10!3m9!1s0x13677d3354ed437d:0xc399da167d93640!5m2!4m1!1i2!8m2!3d38.1089293!4d20.5166078!16s%2Fg%2F1th548qg!19sChIJfUPtVDN9ZxMRQDbZZ6GdOQw?authuser=0&hl=en&rclk=1,facebook
Lagonisi,3h happy hosting homes,Holiday apartment rental,6977277364,,https://www.google.com/maps/place/3h+happy+hosting+homes/data=!4m7!3m6!1s0x14a1ed7cb07c4a01:0x6e94839fad313d76!8m2!3d37.7919515!4d23.8865119!16s%2Fg%2F11j9dtyxln!19sChIJAUp8sHztoRQRdj0xrZ-DlG4?authuser=0&hl=en&rclk=1,none
Lagonisi,Aellō Luxury Apartments, Hotels,6987025646,,https://www.google.com/maps/place/AVR+Airport+Athens+Deluxe+Suites+%7C+%CE%9C%CE%B1%CF%81%CE%BA%CF%8C%CF%80%CE%BF%CF%85%CE%BB%CE%BF+%7C+%CE%91%CE%BD%CE%B1%CF%84%CE%BF%CE%BB%CE%B9%CE%BA%CE%AE+%CE%91%CF%84%CF%84%CE%B9%CE%BA%CE%AE/data=!4m10!3m9!1s0x14a19130c9931dc1:0x82d5fb6c205e3113!5m2!4m1!1i2!8m2!3d37.8746164!4d23.9320303!16s%2Fg%2F11rn20rx2w!19sChIJwR2TyTCRoRQREzFeIGz71YI?authuser=0&hl=en&rclk=1,none
Lagonisi,Amarilia Hotel, Hotels,6976650077,,https://www.google.com/maps/place/Aell%C5%8D+Luxury+Apartments/data=!4m10!3m9!1s0x14a19165bd72be05:0xbda0be666a19d504!5m2!4m1!1i2!8m2!3d37.8788169!4d23.9334099!16s%2Fg%2F11t_lbjdyj!19sChIJBb5yvWWRoRQRBNUZama-oL0?authuser=0&hl=en&rclk=1,instagram
Lagonisi,Beachfront/ Lagonisi/rental Appartment,Apartment complex,6932302472,,https://www.google.com/maps/place/Beachfront%2F+Lagonisi%2Frental+Appartment/data=!4m7!3m6!1s0x14a1edf00bbd9c61:0x89456fdab769d2f5!8m2!3d37.7799511!4d23.8962454!16s%2Fg%2F11h3_b7qxc!19sChIJYZy9C_DtoRQR9dJpt9pvRYk?authuser=0&hl=en&rclk=1,none
Lagonisi,CasaMare Lagonisi Athens Riviera,Holiday apartment rental,6980625707,,https://www.google.com/maps/place/Secret+Garden+Home+Lagonisi/data=!4m7!3m6!1s0x14a1ed21c4062f95:0xe9de979ff87d7c23!8m2!3d37.7870902!4d23.9227221!16s%2Fg%2F11t9y0j8r7!19sChIJlS8GxCHtoRQRI3x9-J-X3uk?authuser=0&hl=en&rclk=1,none
Lagonisi,Cozy Villa Vita Lagonisi,Holiday apartment,6947523128,,https://www.google.com/maps/place/VIP+VILLA+LAGONISI/data=!4m10!3m9!1s0x14a1ed605aed0b3d:0xb7929f02b0114bf1!5m2!4m1!1i2!8m2!3d37.7795566!4d23.9072348!16s%2Fg%2F11fml3hltf!19sChIJPQvtWmDtoRQR8UsRsAKfkrc?authuser=0&hl=en&rclk=1,booking
Lagonisi,"Cozy stay by Flisvos Marina, ATH - One-Bedroom Apartment",,6934929598,,"https://www.google.com/maps/place/Cozy+stay+by+Flisvos+Marina,+ATH+-+One-Bedroom+Apartment/data=!4m11!3m10!1s0x14a1bc3b7840d4db:0x8064877809714e5e!5m2!4m1!1i2!8m2!3d37.9323311!4d23.6984691!16s%2Fg%2F11z5plzxh9!17BQ0FF!19sChIJ29RAeDu8oRQRXk5xCXiHZIA?authuser=0&hl=en&rclk=1",ota-aggregator
Lagonisi,L D House Lagonisi,Holiday apartment rental,6949345108,,https://www.google.com/maps/place/L+D+House+Lagonisi/data=!4m7!3m6!1s0x14a1edb554998b2b:0x66043adb0e45681b!8m2!3d37.7962729!4d23.8753571!16s%2Fg%2F11xmh4sxp9!19sChIJK4uZVLXtoRQRG2hFDts6BGY?authuser=0&hl=en&rclk=1,none
Lagonisi,Lagonisi 2 bedroom luxury Apartment by the sea!,,6946389406,,https://www.google.com/maps/place/Elaia+Luxury+Suites+Lagonisi/data=!4m10!3m9!1s0x14a19353384f2c1b:0x86c7a6390298562d!5m2!4m1!1i2!8m2!3d37.8054676!4d23.8666948!16s%2Fg%2F11g9jlx9l2!19sChIJGyxPOFOToRQRLVaYAjmmx4Y?authuser=0&hl=en&rclk=1,ota-aggregator
Lagonisi,S&M Cozy Garden Lagonissi - Athenian Reviera_All seasons house_private garden_5 guests_600m to the 🏖_ 40' to historic Athens,Guest house,6940437656,,https://www.google.com/maps/place/Wizz+Lagonisi+-+All+day+experience+%26+Kids+club/data=!4m7!3m6!1s0x14a1eda24cef455f:0xbe290785122979c7!8m2!3d37.7881066!4d23.8859756!16s%2Fg%2F11j8f7knps!19sChIJX0XvTKLtoRQRx3kpEoUHKb4?authuser=0&hl=en&rclk=1,booking
Lagonisi,Seaside Villa Apex,Holiday apartment rental,6932272665,,https://www.google.com/maps/place/Seaside+Villa+Apex/data=!4m7!3m6!1s0x14a193cd7822a255:0xc84d18e03680bf49!8m2!3d37.8022174!4d23.8783248!16s%2Fg%2F11h4f7296f!19sChIJVaIieM2ToRQRSb-ANuAYTcg?authuser=0&hl=en&rclk=1,facebook
Lefkada,AIOLOS,Holiday apartment rental,6971814880,,https://www.google.com/maps/place/Dimitra%27s+Home/data=!4m7!3m6!1s0x135db1ad4e99b501:0x534d7296755528d!8m2!3d38.6272032!4d20.6089197!16s%2Fg%2F11h6g46sfj!19sChIJAbWZTq2xXRMRjVJVZynXNAU?authuser=0&hl=en&rclk=1,none
Lefkada,ANDROMEDA Seaside Apartments,Holiday apartment rental,6984269395,,https://www.google.com/maps/place/ANDROMEDA+Seaside+Apartments/data=!4m7!3m6!1s0x135db5803ac81df5:0x77aa529ec4efe760!8m2!3d38.6840254!4d20.6982793!16s%2Fg%2F11w580rksq!19sChIJ9R3IOoC1XRMRYOfvxJ5Sqnc?authuser=0&hl=en&rclk=1,booking
Lefkada,Afendra studios,,6982101441,,https://www.google.com/maps/place/Captain%27s+Seafront+Apartments/data=!4m7!3m6!1s0x135db587aeeb7923:0xa6dcccf961a7b526!8m2!3d38.7050632!4d20.7092592!16s%2Fg%2F1hf3zh_cl!19sChIJI3nrroe1XRMRJrWnYfnM3KY?authuser=0&hl=en&rclk=1,none
Lefkada,Alexandra Studios,Hotel,6936703944,,https://www.google.com/maps/place/Alexandra+Studios/data=!4m7!3m6!1s0x135db19468181f47:0xa0d1aa86cdfa7bb2!8m2!3d38.6226442!4d20.6079051!16s%2Fg%2F11gmxd7p1v!19sChIJRx8YaJSxXRMRsnv6zYaq0aA?authuser=0&hl=en&rclk=1,none
Lefkada,Alexandra's Apartment,Holiday apartment,6977507405,,https://www.google.com/maps/place/Alexandra%27s+Apartment/data=!4m7!3m6!1s0x135db3f4f36f6def:0x5e82e35a5b2bff4d!8m2!3d38.7550175!4d20.6042281!16s%2Fg%2F11rgr_8rcd!19sChIJ721v8_SzXRMRTf8rW1rjgl4?authuser=0&hl=en&rclk=1,none
Lefkada,Almyra seafront residence,Holiday home,6977451055,,https://www.google.com/maps/place/Olia+Apartments/data=!4m10!3m9!1s0x135c357535913b77:0xca3388d9f4d1d382!5m2!4m1!1i2!8m2!3d38.7920041!4d20.716549!16s%2Fg%2F11vz68jk7s!19sChIJdzuRNXU1XBMRgtPR9NmIM8o?authuser=0&hl=en&rclk=1,none
Lefkada,Altina, Hotels,6974771144,,https://www.google.com/maps/place/Altina/data=!4m10!3m9!1s0x135db0bfca5f713f:0xdc7bbc018c0c76d2!5m2!4m1!1i2!8m2!3d38.6322412!4d20.594691!16s%2Fg%2F11dztsmg5v!19sChIJP3Ffyr-wXRMR0nYMjAG8e9w?authuser=0&hl=en&rclk=1,none
Lefkada,Anadeo Villas & Suites,,6971655441,,https://www.google.com/maps/place/Anadeo+Villas+%26+Suites/data=!4m10!3m9!1s0x135db3588f62eddd:0x821ac0ebd7eff792!5m2!4m1!1i2!8m2!3d38.758412!4d20.61614!16s%2Fg%2F11t6hdd51_!19sChIJ3e1ij1izXRMRkvfv1-vAGoI?authuser=0&hl=en&rclk=1,none
Lefkada,Argo Rooms,,6938319379,,https://www.google.com/maps/place/Argo+Rooms/data=!4m10!3m9!1s0x135c4db76c2bf8b3:0x73df174d7dfd613b!5m2!4m1!1i2!8m2!3d38.7878952!4d20.6127051!16s%2Fg%2F11khrk3ygp!19sChIJs_grbLdNXBMRO2H9fU0X33M?authuser=0&hl=en&rclk=1,none
Lefkada,Armonia Nakas, Hotels,6937510586,,https://www.google.com/maps/place/Esperides+Resort/data=!4m10!3m9!1s0x135dc978c53bb997:0x5767ac492e574eef!5m2!4m1!1i2!8m2!3d38.662625!4d20.7568821!16s%2Fg%2F1tjx0whg!19sChIJl7k7xXjJXRMR705XLkmsZ1c?authuser=0&hl=en&rclk=1,facebook
Lefkada,Arxontiko Studios,,6974371925,,https://www.google.com/maps/place/Arxontiko+Studios/data=!4m10!3m9!1s0x135c4a01875031ab:0x4cf4f34d2a1101bc!5m2!4m1!1i2!8m2!3d38.8329291!4d20.7060935!16s%2Fg%2F1260rvps4!19sChIJqzFQhwFKXBMRvAERKk3z9Ew?authuser=0&hl=en&rclk=1,none
Lefkada,Avali Deluxe Apartments, Hotels,6981869746,,https://www.google.com/maps/place/Aelia+House/data=!4m10!3m9!1s0x135c4a2ffc420cc3:0x18895f5a9b14d4fd!5m2!4m1!1i2!8m2!3d38.8307926!4d20.6759525!16s%2Fg%2F11d_731yv2!19sChIJwwxC_C9KXBMR_dQUm1pfiRg?authuser=0&hl=en&rclk=1,none
Lefkada,Babis Rooms with kitchen,Holiday apartment rental,6970235882,,https://www.google.com/maps/place/Babis+Rooms+with+kitchen/data=!4m7!3m6!1s0x135db3598ec0f8ed:0xa0312443b04086dd!8m2!3d38.7572045!4d20.6003571!16s%2Fg%2F11sjltkm57!19sChIJ7fjAjlmzXRMR3YZAsEMkMaA?authuser=0&hl=en&rclk=1,none
Lefkada,Blue Rooms - Lefkada Apolpena,Holiday apartment rental,6942972749,,https://www.google.com/maps/place/Blue+Rooms+-+Lefkada+Apolpena/data=!4m7!3m6!1s0x135c4b896516889b:0x359d90fcfe1ae7!8m2!3d38.8146285!4d20.6922352!16s%2Fg%2F11s5wrf9pd!19sChIJm4gWZYlLXBMR5xr-_JCdNQA?authuser=0&hl=en&rclk=1,facebook
Lefkada,Bougainvillea Apartments Syvota Lefkada,Holiday apartment rental,6983691507,,https://www.google.com/maps/place/Bougainvillea+Apartments+Syvota+Lefkada/data=!4m7!3m6!1s0x135db749cbb6e0fd:0xf39c7e6ff25b296a!8m2!3d38.6209002!4d20.6827403!16s%2Fg%2F11kq89tjqr!19sChIJ_eC2y0m3XRMRailb8m9-nPM?authuser=0&hl=en&rclk=1,none
Lefkada,CK Apartments,Holiday apartment rental,6945412542,,"https://www.google.com/maps/place/Main+Street+Loft,+Nidri/data=!4m7!3m6!1s0x135db5004400acc7:0xb7ea902415bc3554!8m2!3d38.7061014!4d20.7090204!16s%2Fg%2F11ypqgr6ww!19sChIJx6wARAC1XRMRVDW8FSSQ6rc?authuser=0&hl=en&rclk=1",none
Lefkada,Carina Studios Lefkada,Holiday apartment,6988068044,,https://www.google.com/maps/place/Carina+Studios+Lefkada/data=!4m7!3m6!1s0x135c4bbbc7b8eae7:0x3d4520ee28709272!8m2!3d38.8327894!4d20.7091307!16s%2Fg%2F11lmdtlzc_!19sChIJ5-q4x7tLXBMRcpJwKO4gRT0?authuser=0&hl=en&rclk=1,booking
Lefkada,Caruso Central Apartments,Holiday apartment rental,6985560501,,https://www.google.com/maps/place/Caruso+Central+Apartments/data=!4m7!3m6!1s0x135c4bc1af7869c9:0x7cff4999b0dbe6cd!8m2!3d38.832098!4d20.7075205!16s%2Fg%2F11y4bd8r5v!19sChIJyWl4r8FLXBMRzebbsJlJ_3w?authuser=0&hl=en&rclk=1,none
Lefkada,Chrisovalanto Hotel - Sivota,,2665093237,,https://www.google.com/maps/place/Chrisovalanto+Hotel+-+Sivota/data=!4m10!3m9!1s0x135c81508a46324d:0x338885f448071469!5m2!4m1!1i2!8m2!3d39.4064861!4d20.250007!16s%2Fg%2F11yd9rd10!19sChIJTTJGilCBXBMRaRQHSPSFiDM?authuser=0&hl=en&rclk=1,booking
Lefkada,Dili Studios,Hotel,6987107674,,https://www.google.com/maps/place/Dili+Studios/data=!4m7!3m6!1s0x135db3d7fe8a251f:0xff5eb257fc3c695e!8m2!3d38.7589766!4d20.6040755!16s%2Fg%2F11hzwfdhhl!19sChIJHyWK_tezXRMRXmk8_FeyXv8?authuser=0&hl=en&rclk=1,none
Lefkada,Dimitris Rooms,,6937131591,,https://www.google.com/maps/place/Dimitris+Rooms/data=!4m10!3m9!1s0x135db5e48279e84d:0xaf537a47956f1864!5m2!4m1!1i2!8m2!3d38.6820501!4d20.6978231!16s%2Fg%2F11b73jd760!19sChIJTeh5guS1XRMRZBhvlUd6U68?authuser=0&hl=en&rclk=1,ota-aggregator
Lefkada,Excess Hotel,,6940214999,,https://www.google.com/maps/place/Excess+Hotel/data=!4m10!3m9!1s0x135c496e9da6d037:0x38d17e647494abce!5m2!4m1!1i2!8m2!3d38.8354221!4d20.709213!16s%2Fg%2F11fjzk8492!19sChIJN9CmnW5JXBMRzquUdGR-0Tg?authuser=0&hl=en&rclk=1,none
Lefkada,F city apartments,Holiday apartment rental,6982102134,,https://www.google.com/maps/place/F+city+apartments/data=!4m7!3m6!1s0x135c4be23621ed7d:0x38846b01268c976c!8m2!3d38.8248628!4d20.7096158!16s%2Fg%2F11rggxy7tr!19sChIJfe0hNuJLXBMRbJeMJgFrhDg?authuser=0&hl=en&rclk=1,none
Lefkada,Frezia Apartments Lefkada,Holiday apartment rental,6976917888,,https://www.google.com/maps/place/Frezia+Apartments+Lefkada/data=!4m7!3m6!1s0x135c4b43544d5037:0xe07038a421e60e2f!8m2!3d38.8283899!4d20.6965919!16s%2Fg%2F11v0n1vh1x!19sChIJN1BNVENLXBMRLw7mIaQ4cOA?authuser=0&hl=en&rclk=1,none
Lefkada,Gerasimos Studios,Indoor lodging,6978018393,,https://www.google.com/maps/place/Gerasimos+Studios/data=!4m7!3m6!1s0x135db3b71d5f1f03:0x190540b8b4f81ac1!8m2!3d38.7571774!4d20.6003049!16s%2Fg%2F11rj4zhs_8!19sChIJAx9fHbezXRMRwRr4tLhABRk?authuser=0&hl=en&rclk=1,none
Lefkada,Hotel Apollo,,2645031122,,https://www.google.com/maps/place/Ermioni+Studios/data=!4m7!3m6!1s0x135db0b02aacbc55:0x9d7dd2e8dfc7126a!8m2!3d38.622314!4d20.6080206!16s%2Fg%2F1hf3p17zn!19sChIJVbysKrCwXRMRahLH3-jSfZ0?authuser=0&hl=en&rclk=1,none
